SPECIES_CODE,SPECIES_NAME,FOREST_ZONE,FGS,FT,CF,BCEF_0_20,BCEF_21_30,RTS,Iv_0_20_avg,Iv_21-30_avg,Iv_0_20_min,Iv_21-30_min,Iv_0_20_max,Iv_21-30_max,yrl_C_seq_age_0_20_avg,yrl_C_seq_age_21_30_avg,yrl_C_seq_age_0_20_min,yrl_C_seq_age_21_30_min,yrl_C_seq_age_0_20_max,yrl_C_seq_age_21_30_max
AG,Alnus_glutinosa,Central-East Europe,F,D,0.48,1.5,1.3,0.42,6.8875,8.2,5.69,7.03,7.81,9.09,7.04178,7.265855999999999,5.817456,6.2291424,7.984943999999999,8.0544672
AG,Alnus_glutinosa,Central-West Europe,F,D,0.48,1.5,1.3,0.42,3.2,4.0,3.2,4.0,3.2,4.0,3.2716800000000004,3.5443199999999995,3.2716800000000004,3.5443199999999995,3.2716800000000004,3.5443199999999995
AG,Alnus_glutinosa,North Europe,F,D,0.48,1.5,1.3,0.42,3.6666666666666665,5.333333333333333,3.04,4.5200000000000005,4.48,6.279999999999999,3.7487999999999997,4.725759999999999,3.1080959999999997,4.0050816000000005,4.580352,5.564582399999999
AI,Alnus_incana,North Europe,F,D,0.48,1.5,1.3,0.42,5.633333333333333,7.266666666666667,3.98,5.96,7.34,8.84,5.759519999999999,6.438847999999999,4.069152,5.2810368,7.504415999999999,7.8329472
AO,Acer_opalus,Central-East Europe,F,D,0.48,1.5,1.3,0.42,3.833333333,3.833333333,2.5,2.5,6.0,6.0,3.9191999996591997,3.39663999970464,2.5559999999999996,2.2152,6.134399999999999,5.31648
AO,Acer_opalus,Central-West Europe,F,D,0.48,1.5,1.3,0.42,3.833333333,3.833333333,2.5,2.5,6.0,6.0,3.9191999996591997,3.39663999970464,2.5559999999999996,2.2152,6.134399999999999,5.31648
AO,Acer_opalus,North Europe,F,D,0.48,1.5,1.3,0.42,3.833333333,3.833333333,2.5,2.5,6.0,6.0,3.9191999996591997,3.39663999970464,2.5559999999999996,2.2152,6.134399999999999,5.31648
AO,Acer_opalus,South-East Europe,F,D,0.48,1.5,1.3,0.42,3.833333333,3.833333333,2.5,2.5,6.0,6.0,3.9191999996591997,3.39663999970464,2.5559999999999996,2.2152,6.134399999999999,5.31648
AO,Acer_opalus,South-West Europe,F,D,0.48,1.5,1.3,0.42,3.833333333,3.833333333,2.5,2.5,6.0,6.0,3.9191999996591997,3.39663999970464,2.5559999999999996,2.2152,6.134399999999999,5.31648
AP,Acer_platanoides,Central-East Europe,F,D,0.48,1.5,1.3,0.42,3.833333333,3.833333333,2.5,2.5,6.0,6.0,3.9191999996591997,3.39663999970464,2.5559999999999996,2.2152,6.134399999999999,5.31648
AP,Acer_platanoides,Central-West Europe,F,D,0.48,1.5,1.3,0.42,3.833333333,3.833333333,2.5,2.5,6.0,6.0,3.9191999996591997,3.39663999970464,2.5559999999999996,2.2152,6.134399999999999,5.31648
AP,Acer_platanoides,North Europe,F,D,0.48,1.5,1.3,0.42,3.833333333,3.833333333,2.5,2.5,6.0,6.0,3.9191999996591997,3.39663999970464,2.5559999999999996,2.2152,6.134399999999999,5.31648
AP,Acer_platanoides,South-East Europe,F,D,0.48,1.5,1.3,0.42,3.833333333,3.833333333,2.5,2.5,6.0,6.0,3.9191999996591997,3.39663999970464,2.5559999999999996,2.2152,6.134399999999999,5.31648
AP,Acer_platanoides,South-West Europe,F,D,0.48,1.5,1.3,0.42,3.833333333,3.833333333,2.5,2.5,6.0,6.0,3.9191999996591997,3.39663999970464,2.5559999999999996,2.2152,6.134399999999999,5.31648
Aps,Acer_pseudoplatanus,Central-East Europe,F,D,0.48,1.5,1.3,0.42,2.901238154,2.901238154,1.297208222,1.297208222,5.813145192,5.813145192,2.9662258886496002,2.5707291034963196,1.3262656861728,1.14943026134976,5.9433596443008,5.1509116917273605
Aps,Acer_pseudoplatanus,Central-West Europe,F,D,0.48,1.5,1.3,0.42,2.901238154,2.901238154,1.297208222,1.297208222,5.813145192,5.813145192,2.9662258886496002,2.5707291034963196,1.3262656861728,1.14943026134976,5.9433596443008,5.1509116917273605
Aps,Acer_pseudoplatanus,North Europe,F,D,0.48,1.5,1.3,0.42,2.901238154,2.901238154,1.297208222,1.297208222,5.813145192,5.813145192,2.9662258886496002,2.5707291034963196,1.3262656861728,1.14943026134976,5.9433596443008,5.1509116917273605
Aps,Acer_pseudoplatanus,South-East Europe,F,D,0.48,1.5,1.3,0.42,2.901238154,2.901238154,1.297208222,1.297208222,5.813145192,5.813145192,2.9662258886496002,2.5707291034963196,1.3262656861728,1.14943026134976,5.9433596443008,5.1509116917273605
Aps,Acer_pseudoplatanus,South-West Europe,F,D,0.48,1.5,1.3,0.42,2.901238154,2.901238154,1.297208222,1.297208222,5.813145192,5.813145192,2.9662258886496002,2.5707291034963196,1.3262656861728,1.14943026134976,5.9433596443008,5.1509116917273605
BT,Betula_pendula,Central-East Europe,F,D,0.48,0.65,0.54,0.39,6.0,7.2,5.5200000000000005,6.640000000000001,6.430000000000001,7.8,2.6020800000000004,2.5940736000000006,2.3939136000000008,2.3923123200000007,2.7885624000000004,2.8102464
BT,Betula_pendula,Central-West Europe,F,D,0.48,0.65,0.54,0.39,4.5,4.3,4.5,4.3,4.5,4.3,1.9515600000000002,1.5492384000000001,1.9515600000000002,1.5492384000000001,1.9515600000000002,1.5492384000000001
BT,Betula_pendula,North Europe,F,D,0.48,0.65,0.54,0.39,6.722222222222222,9.014814814814814,1.2,1.4,11.4,15.5,2.9152933333333335,3.2479296000000004,0.520416,0.5044031999999999,4.943952,5.584464000000001
CB,Carpinus_betulus,Central-West Europe,F,D,0.48,1.5,1.3,0.42,5.983333333333333,5.7,5.45,5.15,6.6,6.25,6.117359999999999,5.050656,5.572080000000001,4.563312,6.747839999999999,5.537999999999999
CB,Carpinus_betulus,South-East Europe,F,D,0.48,1.5,1.3,0.42,2.6,4.4,2.6,4.4,2.6,4.4,2.65824,3.898752,2.65824,3.898752,2.65824,3.898752
CB,Carpinus_betulus,South-West Europe,F,D,0.48,1.5,1.3,0.42,2.685714285714286,3.5714285714285716,0.8,1.1,4.840000000000002,6.380000000000002,2.7458742857142853,3.1645714285714286,0.8179200000000001,0.974688,4.948416000000001,5.653190400000001
CO,Carpinus_orientalis,Central-East Europe,F,D,0.48,1.5,1.3,0.42,4.0779,4.0779,1.58,1.58,7.0,7.0,4.1692449599999994,3.6133456319999993,1.615392,1.4000064,7.1568,6.202559999999999
CO,Carpinus_orientalis,Central-West Europe,F,D,0.48,1.5,1.3,0.42,4.0779,4.0779,1.58,1.58,7.0,7.0,4.1692449599999994,3.6133456319999993,1.615392,1.4000064,7.1568,6.202559999999999
CO,Carpinus_orientalis,North Europe,F,D,0.48,1.5,1.3,0.42,4.0779,4.0779,1.58,1.58,7.0,7.0,4.1692449599999994,3.6133456319999993,1.615392,1.4000064,7.1568,6.202559999999999
CO,Carpinus_orientalis,South-East Europe,F,D,0.48,1.5,1.3,0.42,4.0779,4.0779,1.58,1.58,7.0,7.0,4.1692449599999994,3.6133456319999993,1.615392,1.4000064,7.1568,6.202559999999999
CO,Carpinus_orientalis,South-West Europe,F,D,0.48,1.5,1.3,0.42,4.0779,4.0779,1.58,1.58,7.0,7.0,4.1692449599999994,3.6133456319999993,1.615392,1.4000064,7.1568,6.202559999999999
CS,Castanea_sativa,Central-West Europe,F,D,0.48,1.5,1.3,0.42,8.022222222222222,7.388888888888889,6.42,5.960000000000001,9.96,9.16,8.20192,6.5471466666666664,6.563807999999999,5.281036800000001,10.183104,8.1164928
CS,Castanea_sativa,South-West Europe,F,D,0.48,1.5,1.3,0.42,3.948,3.7439999999999998,0.7,0.7,10.300000000000004,9.980000000000002,4.0364352,3.3174835199999997,0.7156799999999998,0.6202559999999999,10.530720000000002,8.843078400000003
FA,Fraxinus_angustifolia,Central-East Europe,F,D,0.48,1.5,1.3,0.42,4.106006695134127,4.106006695134127,1.1415218688,1.1415218688,7.6,7.6,4.197981245105131,3.638250412424447,1.16709195866112,1.011479697506304,7.770239999999999,6.734207999999999
FA,Fraxinus_angustifolia,Central-West Europe,F,D,0.48,1.5,1.3,0.42,4.106006695134127,4.106006695134127,1.1415218688,1.1415218688,7.6,7.6,4.197981245105131,3.638250412424447,1.16709195866112,1.011479697506304,7.770239999999999,6.734207999999999
FA,Fraxinus_angustifolia,North Europe,F,D,0.48,1.5,1.3,0.42,4.106006695134127,4.106006695134127,1.1415218688,1.1415218688,7.6,7.6,4.197981245105131,3.638250412424447,1.16709195866112,1.011479697506304,7.770239999999999,6.734207999999999
FA,Fraxinus_angustifolia,South-East Europe,F,D,0.48,1.5,1.3,0.42,4.106006695134127,4.106006695134127,1.1415218688,1.1415218688,7.6,7.6,4.197981245105131,3.638250412424447,1.16709195866112,1.011479697506304,7.770239999999999,6.734207999999999
FA,Fraxinus_angustifolia,South-West Europe,F,D,0.48,1.5,1.3,0.42,4.106006695134127,4.106006695134127,1.1415218688,1.1415218688,7.6,7.6,4.197981245105131,3.638250412424447,1.16709195866112,1.011479697506304,7.770239999999999,6.734207999999999
FE,Fraxinus_excelsior,Central-West Europe,F,D,0.48,1.5,1.3,0.42,4.611111111111111,5.222222222222222,3.7,4.2,5.44,6.14,4.7143999999999995,4.627306666666667,3.78288,3.721536,5.561856,5.4405312
FO,Fraxinus_ornus,Central-East Europe,F,D,0.48,1.5,1.3,0.42,2.75,2.75,2.5,2.5,3.1,3.1,2.8116,2.43672,2.5559999999999996,2.2152,3.16944,2.746848
FO,Fraxinus_ornus,Central-West Europe,F,D,0.48,1.5,1.3,0.42,2.75,2.75,2.5,2.5,3.1,3.1,2.8116,2.43672,2.5559999999999996,2.2152,3.16944,2.746848
FO,Fraxinus_ornus,North Europe,F,D,0.48,1.5,1.3,0.42,2.75,2.75,2.5,2.5,3.1,3.1,2.8116,2.43672,2.5559999999999996,2.2152,3.16944,2.746848
FO,Fraxinus_ornus,South-East Europe,F,D,0.48,1.5,1.3,0.42,2.75,2.75,2.5,2.5,3.1,3.1,2.8116,2.43672,2.5559999999999996,2.2152,3.16944,2.746848
FO,Fraxinus_ornus,South-West Europe,F,D,0.48,1.5,1.3,0.42,2.75,2.75,2.5,2.5,3.1,3.1,2.8116,2.43672,2.5559999999999996,2.2152,3.16944,2.746848
FS,Fagus_sylvatica,Central-East Europe,F,D,0.48,1.5,1.3,0.42,5.360975609756097,7.065853658536585,4.1,4.8,6.7,8.9,5.481061463414633,6.260911609756096,4.191839999999999,4.253183999999999,6.85008,7.886112000000001
FS,Fagus_sylvatica,Central-West Europe,F,D,0.48,1.5,1.3,0.42,6.401923076923077,7.986538461538462,3.9,4.720000000000001,8.790000000000001,10.8,6.545326153846154,7.076712,3.9873599999999993,4.182297600000001,8.986896000000002,9.569664000000001
FS,Fagus_sylvatica,North Europe,F,D,0.48,1.5,1.3,0.42,5.86,9.2,5.48,8.92,6.32,9.5,5.991264,8.151935999999997,5.602752,7.9038336,6.461568,8.41776
FS,Fagus_sylvatica,South-East Europe,F,D,0.48,1.5,1.3,0.42,3.125,3.55,2.22,2.24,4.450000000000001,4.7,3.195,3.145584,2.269728,1.9848192,4.549680000000001,4.164575999999999
FS,Fagus_sylvatica,South-West Europe,F,D,0.48,1.5,1.3,0.42,3.3687500000000004,4.06875,2.5,3.0,4.550000000000001,5.5,3.44421,3.6052379999999995,2.5559999999999996,2.65824,4.6519200000000005,4.87344
JR,Juglans_regia,Central-East Europe,F,D,0.48,1.5,1.3,0.42,1.6878221285946091,1.6878221285946091,0.53779857272,0.53779857272,4.951839081136364,4.951839081136364,1.7256293442751283,1.4955454317051113,0.5498452607489279,0.4765325593157375,5.062760276553818,4.3877255730133085
JR,Juglans_regia,Central-West Europe,F,D,0.48,1.5,1.3,0.42,1.6878221285946091,1.6878221285946091,0.53779857272,0.53779857272,4.951839081136364,4.951839081136364,1.7256293442751283,1.4955454317051113,0.5498452607489279,0.4765325593157375,5.062760276553818,4.3877255730133085
JR,Juglans_regia,North Europe,F,D,0.48,1.5,1.3,0.42,1.6878221285946091,1.6878221285946091,0.53779857272,0.53779857272,4.951839081136364,4.951839081136364,1.7256293442751283,1.4955454317051113,0.5498452607489279,0.4765325593157375,5.062760276553818,4.3877255730133085
JR,Juglans_regia,South-East Europe,F,D,0.48,1.5,1.3,0.42,1.6878221285946091,1.6878221285946091,0.53779857272,0.53779857272,4.951839081136364,4.951839081136364,1.7256293442751283,1.4955454317051113,0.5498452607489279,0.4765325593157375,5.062760276553818,4.3877255730133085
JR,Juglans_regia,South-West Europe,F,D,0.48,1.5,1.3,0.42,1.6878221285946091,1.6878221285946091,0.53779857272,0.53779857272,4.951839081136364,4.951839081136364,1.7256293442751283,1.4955454317051113,0.5498452607489279,0.4765325593157375,5.062760276553818,4.3877255730133085
LD,Larix_decidua,Central-West Europe,F,C,0.51,0.9,0.75,0.39,7.342424242424243,9.006060606060606,2.72,5.4,12.14,12.56,4.684540090909092,4.788297272727273,1.7353872000000006,2.8710450000000005,7.745441400000001,6.677838000000001
LD,Larix_decidua,South-West Europe,F,C,0.51,0.9,0.75,0.39,7.683333333333334,7.25,3.75,3.55,11.8,11.15,4.9020435,3.85464375,2.3925375,1.88744625,7.528518000000002,5.928176250000001
PA,Picea_abies,Central-East Europe,S,C,0.51,0.55,0.47,0.39,7.041463414634146,9.273170731707317,4.3,5.6,10.4,13.8,2.745431378048781,3.089662843902439,1.6765485000000002,1.8658248,4.054908000000001,4.5979254
PA,Picea_abies,Central-West Europe,S,C,0.51,0.55,0.47,0.39,10.668750000000001,14.741666666666667,5.1,8.5,14.9,20.810000000000027,4.159692281250002,4.911672725000001,1.9884645000000003,2.8320555,5.809435500000001,6.93353823000001
PA,Picea_abies,North Europe,S,C,0.51,0.55,0.47,0.39,4.188888888888889,6.15,0.3,0.7,7.7,10.35,1.6332268333333337,2.04907545,0.11696850000000002,0.2332281,3.002191500000001,3.44844405
PA,Picea_abies,South-East Europe,S,C,0.51,0.55,0.47,0.39,5.3,6.05,5.14,6.01,5.46,6.09,2.0664435000000005,2.01575715,2.0040603000000003,2.0024298299999996,2.1288267000000003,2.02908447
PA,Picea_abies,South-West Europe,S,C,0.51,0.55,0.47,0.39,6.5,7.433333333333334,3.11,3.5300000000000002,9.139999999999999,10.44,2.5343175000000002,2.4766603,1.2125734500000003,1.1761359900000004,3.5636403000000003,3.4784305200000003
PC,Pinus_cembra,Central-West Europe,S,C,0.51,0.47,0.46,0.39,5.3999999999999995,6.6000000000000005,3.5,4.8,7.3,8.4,1.7991882000000001,2.1522204000000005,1.1661405,1.5652512000000005,2.4322359000000002,2.7391896000000004
PI,Pinus_pinaster,Central-West Europe,F,C,0.49,1.5,0.4,0.44,8.1,8.1,5.98,5.98,9.66,9.66,8.573039999999999,2.286144,6.329232,1.6877952000000003,10.224144,2.7264384
PI,Pinus_pinaster,South-West Europe,F,C,0.49,1.5,0.4,0.44,2.2,4.4,2.2,4.4,2.2,4.4,2.32848,1.241856,2.32848,1.241856,2.32848,1.241856
PN,Pinus_nigra,Central-West Europe,F,C,0.49,1.5,0.4,0.44,4.3,5.375,3.9,4.9,5.0200000000000005,6.23,4.551119999999999,1.5170399999999997,4.127759999999999,1.382976,5.313168,1.7583552000000002
PN,Pinus_nigra,South-West Europe,F,C,0.49,1.5,0.4,0.44,1.9380952380952379,3.1761904761904765,1.2,1.9,3.5,5.8,2.0512799999999993,0.8964480000000001,1.2700799999999999,0.536256,3.7043999999999997,1.6369919999999998
PP,Populus_nigra,Central-East Europe,F,D,0.48,1.5,1.3,0.42,6.7,7.6,6.7,7.6,6.7,7.6,6.85008,6.734207999999999,6.85008,6.734207999999999,6.85008,6.734207999999999
PP,Populus_nigra,Central-West Europe,F,D,0.48,1.5,1.3,0.42,3.766666666666667,6.333333333333333,1.9,4.7,6.379999999999999,8.620000000000001,3.85104,5.611839999999999,1.9425599999999998,4.164575999999999,6.522911999999999,7.6380096
PP,Populus_nigra,North Europe,F,D,0.48,1.5,1.3,0.42,4.733333333333333,7.066666666666666,4.04,6.0,5.48,8.08,4.839359999999999,6.261632,4.130496,5.31648,5.602752,7.159526400000001
PP,Populus_nigra,South-West Europe,F,D,0.48,1.5,1.3,0.42,4.772222222222222,5.222222222222222,1.54,1.6400000000000001,8.129999999999999,8.93,4.8791199999999995,4.627306666666667,1.574496,1.4531711999999999,8.312111999999999,7.9126944
PS,Pinus_sylvestris,Central-East Europe,S,C,0.51,0.47,0.46,0.39,6.329411764705882,8.208823529411765,4.2,6.1,7.739999999999999,9.3,2.1088524,2.6768481000000004,1.3993686,1.9891734000000003,2.5788364199999996,3.0326742000000007
PS,Pinus_sylvestris,Central-West Europe,S,C,0.51,0.47,0.46,0.39,8.366666666666667,10.766666666666667,2.6,3.7,14.7,18.799999999999997,2.7876311,3.510945400000001,0.8662758000000002,1.2065478000000003,4.8977901,6.130567200000001
PS,Pinus_sylvestris,North Europe,S,C,0.51,0.47,0.46,0.39,2.9722222222222223,4.430555555555555,0.6,1.0,5.199999999999999,6.699999999999999,0.9902939166666668,1.4447775833333336,0.1999098,0.32609400000000005,1.7325515999999999,2.1848298
PS,Pinus_sylvestris,South-East Europe,S,C,0.51,0.47,0.46,0.39,7.2,6.4,7.2,6.4,7.2,6.4,2.3989176,2.0870016000000002,2.3989176,2.0870016000000002,2.3989176,2.0870016000000002
PS,Pinus_sylvestris,South-West Europe,S,C,0.51,0.47,0.46,0.39,3.2,3.2818181818181817,1.8,1.9,4.0,4.1,1.0661856,1.0701812181818184,0.5997294,0.6195786000000001,1.332732,1.3369854
PU,Pinus_pinea,South-West Europe,F,C,0.49,1.5,0.4,0.44,2.2,4.4,2.2,4.4,2.2,4.4,2.32848,1.241856,2.32848,1.241856,2.32848,1.241856
Pav,Prunus_avium,Central-East Europe,F,D,0.48,1.5,1.3,0.42,1.7342884229927735,1.7342884229927735,0.565275490808,0.565275490808,5.851111111111111,5.851111111111111,1.7731364836678116,1.5367182858454367,0.5779376618020992,0.5008793068951526,5.982176,5.184552533333333
Pav,Prunus_avium,Central-West Europe,F,D,0.48,1.5,1.3,0.42,1.7342884229927735,1.7342884229927735,0.565275490808,0.565275490808,5.851111111111111,5.851111111111111,1.7731364836678116,1.5367182858454367,0.5779376618020992,0.5008793068951526,5.982176,5.184552533333333
Pav,Prunus_avium,North Europe,F,D,0.48,1.5,1.3,0.42,1.7342884229927735,1.7342884229927735,0.565275490808,0.565275490808,5.851111111111111,5.851111111111111,1.7731364836678116,1.5367182858454367,0.5779376618020992,0.5008793068951526,5.982176,5.184552533333333
Pav,Prunus_avium,South-East Europe,F,D,0.48,1.5,1.3,0.42,1.7342884229927735,1.7342884229927735,0.565275490808,0.565275490808,5.851111111111111,5.851111111111111,1.7731364836678116,1.5367182858454367,0.5779376618020992,0.5008793068951526,5.982176,5.184552533333333
Pav,Prunus_avium,South-West Europe,F,D,0.48,1.5,1.3,0.42,1.7342884229927735,1.7342884229927735,0.565275490808,0.565275490808,5.851111111111111,5.851111111111111,1.7731364836678116,1.5367182858454367,0.5779376618020992,0.5008793068951526,5.982176,5.184552533333333
QC,Quercus_cerris,South-East Europe,S,D,0.49,1.5,0.5,0.44,2.3333333333333335,3.0,2.24,2.7,2.4,3.42,2.4696,1.0584,2.370816,0.95256,2.5401599999999998,1.2065759999999999
QC,Quercus_cerris,South-West Europe,S,D,0.49,1.5,0.5,0.44,2.775,3.2416666666666667,1.31,1.52,4.880000000000001,5.69,2.9370599999999993,1.1436600000000001,1.386504,0.536256,5.164992000000001,2.007432
QF,Quercus_faginea,Central-East Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
QF,Quercus_faginea,Central-West Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
QF,Quercus_faginea,North Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
QF,Quercus_faginea,South-East Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
QF,Quercus_faginea,South-West Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
QFr,Quercus_frainetto,Central-East Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
QFr,Quercus_frainetto,Central-West Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
QFr,Quercus_frainetto,North Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
QFr,Quercus_frainetto,South-East Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
QFr,Quercus_frainetto,South-West Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
QI,Quercus_ilex,South-West Europe,S,D,0.49,1.5,0.5,0.44,1.6800000000000002,3.6,0.7,1.48,2.38,5.12,1.7781120000000001,1.27008,0.7408799999999999,0.5221439999999999,2.518992,1.806336
QRo,Quercus_robur,Central-West Europe,F,D,0.48,1.5,1.3,0.42,4.957894736842105,5.1684210526315795,4.48,4.56,5.4799999999999995,5.9799999999999995,5.0689515789473685,4.57963452631579,4.580352,4.0405248,5.602751999999999,5.2987584
QRo,Quercus_robur,South-West Europe,F,D,0.48,1.5,1.3,0.42,2.488888888888889,3.2222222222222223,0.7,0.9,4.840000000000001,6.190000000000001,2.54464,2.8551466666666667,0.7156799999999998,0.7974720000000001,4.948416000000001,5.484835200000001
QS,Quercus_suber,South-West Europe,S,D,0.49,1.5,0.5,0.44,1.4555555555555555,0.9888888888888889,0.2,0.2,3.2800000000000002,2.12,1.5405599999999997,0.34887999999999997,0.21168000000000003,0.07056,3.4715519999999995,0.7479359999999999
QT,Quercus_petraea,Central-West Europe,F,D,0.48,1.5,1.3,0.42,5.311764705882353,5.2823529411764705,4.32,4.54,6.24,6.14,5.430748235294116,4.680587294117647,4.416768,4.022803199999999,6.379775999999999,5.4405312
QT,Quercus_petraea,South-East Europe,F,D,0.48,1.5,1.3,0.42,3.9,5.4,3.9,5.4,3.9,5.4,3.9873599999999993,4.784832000000001,3.9873599999999993,4.784832000000001,3.9873599999999993,4.784832000000001
QU,Quercus_pubescens,Central-West Europe,S,D,0.49,1.5,0.5,0.44,1.8333333333333333,2.0,1.15,1.25,2.75,3.0,1.9404,0.7056,1.2171599999999998,0.44099999999999995,2.9105999999999996,1.0584
Qco,Quercus_coccifera,Central-East Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
Qco,Quercus_coccifera,Central-West Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
Qco,Quercus_coccifera,North Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
Qco,Quercus_coccifera,South-East Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
Qco,Quercus_coccifera,South-West Europe,F,D,0.48,1.5,1.3,0.42,2.4747041349708447,2.4747041349708447,1.2,1.2,3.3,3.3,2.5301375075941914,2.1927858399149662,1.2268799999999997,1.0632959999999998,3.3739199999999996,2.924064
SA,Salix_alba,Central-East Europe,F,D,0.48,1.5,1.3,0.42,2.7685567355234872,2.7685567355234872,1.45,1.45,4.1,4.1,2.830572406399213,2.4531627522126516,1.4824799999999998,1.284816,4.191839999999999,3.6329279999999997
